ID,Class ID,Preferred Label,Synonyms,Definitions
TO:0002735,http://purl.obolibrary.org/obo/TO_0002735,straighthead,,"Malformed inflorescence (panicle in rice), by staying upright/straight at the time of maturity and may carry infertile seeds.|For rice: Straighthead is a physiological disorder that causes the entire head to be blank and remain upright at maturity in rice. Straighthead generally occurs in spots scattered throughout a field and is most easily recognized near harvest when normal plants have downturned heads (from the weight of the grain in the panicle). The disease is frequently found on sandy loam soils but seldom on clay soils. Old cotton fields with arsenic residues can have a severe incidence of straighthead. Other, as yet unknown, soil factors are also involved in causing straighthead. Often it is found in fields where excessive non-decayed vegetation has been plowed under just before planting. The disease is characterized by upright heads when the rice matures due to infertile seed. Hulls may be distorted into a crescent shape or ""parrot beak"". One or both hulls may be missing. Affected plants continue to grow, are a darker green, and often produce shoots from a lower portion of the plant. First year crops of rice grown on ""new ground"" are more likely to be affected. Some varieties are more tolerant than others. Control measures include planting resistant varieties and draining fields with a history of the disorder just prior to internode elongation."
TO:0002732,http://purl.obolibrary.org/obo/TO_0002732,flag leaf angle: early stage,FLFAGERLY (related)|flag leaf attitude: early stage (related),In grasses the flag leaf angle is measured near the collar as the angle of attachment between the flag leaf blade and the main inflorescence axis in grass plants. Observed around anthesis stage.
TO:0002739,http://purl.obolibrary.org/obo/TO_0002739,fruit surface area,FRUTSURFAR (related),Average whole fruit surface area.
TO:0002731,http://purl.obolibrary.org/obo/TO_0002731,dehulled grain length to width ratio,DHULGRLGWDRO (related)|GRLHWDRO (related)|dehulled-grain length to width ratio (related),A grain size  which is the grain length and grain width on dehulled grain.
TO:0002738,http://purl.obolibrary.org/obo/TO_0002738,floret number per inflorescence,FLNBPINFLO (related)|florets per inflorescence (related)|floret number per panicle (related)|FLNBPPN (related)|florets per panicle (exact),Average number of flowers (florets) in a grass inflorescence.
TO:0002737,http://purl.obolibrary.org/obo/TO_0002737,floret number per branch,FLNBPBR (related),Average number of flowers (florets) per branch in a grass inflorescence.
TO:0000457,http://purl.obolibrary.org/obo/TO_0000457,total biomass yield,total dry weight (related)|dry matter yield (related)|TBIOMYLD (related),
TO:0000453,http://purl.obolibrary.org/obo/TO_0000453,panicle to tiller ratio,panicle tiller ratio (related)|productive tiller percent (related)|PNTIRO (related),A ratio of number of tiller bearing the panicles to the total number of tillers in rice.|Not all the tillers bear panicle.
TO:0000451,http://purl.obolibrary.org/obo/TO_0000451,large vascular bundle number to spikelet number ratio,LVBNBSPKNBRO (related),A ratio of number of large vascular bundles present in the spikelets to the number of spikelets in a grass inflorescence.
TO:0000455,http://purl.obolibrary.org/obo/TO_0000455,seed set percent,percent seed set (related)|SDSPCENT (related),An infructescence morphology trait  which is the percent of seeds  set in an infructescence .
TO:0000454,http://purl.obolibrary.org/obo/TO_0000454,stem borer resistance,CULMBRRS (related)|SB (related),"Causal agents: Chilo suppressalis (striped), C. polychrysus (dark headed), Rupela albinella (South American white), Scirpophaga incertulas (yellow), S innotata (white), Sesamia inferens (pink), Maliarpha separatella (african whiteheads), Diopsis macrophthalma (stalked-eyed fly), and several other species."
TO:0000452,http://purl.obolibrary.org/obo/TO_0000452,leaf area to spikelet number ratio,LFARSPKNBRO (related),A ratio of leaf area to the number of spikelets in a grass inflorescence.|Often measured using the flag leaf.
TO:0000450,http://purl.obolibrary.org/obo/TO_0000450,grain yield per panicle,GRYLDPPN (exact),Average weight of dehulled grains per panicle.
TO:0000456,http://purl.obolibrary.org/obo/TO_0000456,spikelet number,SPKNB (related)|number of spikelets per panicle (related)|spikelet number per panicle (related),A spikelet morphology trait  which is the average number of spikelets  in one or more inflorescence  (e.g. rice panicle) found in a plant or on all plants of a study.
TO:0000459,http://purl.obolibrary.org/obo/TO_0000459,root epidermal cell length,RTEPCELLG (related),Length of the root epidermal cell .
TO:0000458,http://purl.obolibrary.org/obo/TO_0000458,drought recovery,DRR (related),Scores are taken after 10 days following soaking rain or watering- Indicate the degree of stress before recovery.
TO:0000689,http://purl.obolibrary.org/obo/TO_0000689,grain tenderness,GRTENDER (related)|kernel tenderness (related),
TO:0000684,http://purl.obolibrary.org/obo/TO_0000684,grassy flavor,grassy flavour (related)|GRASSYFLVOR (related),An assay to test for aroma and flavor reminiscent of freshly cut grass.
TO:0000681,http://purl.obolibrary.org/obo/TO_0000681,ear circumference,EARCIRCUM (related)|ear infructescence circumference (exact),An ear infructescence morphology trait  that is the circumference of an ear infructescence .|Refers to circumference :  An 1-D extent quality which is equal to the length of the closed curve of a circle. Ear circumference  is equal to ear diameter  times 3.14.
TO:0000688,http://purl.obolibrary.org/obo/TO_0000688,kernel row length,KERROWLG (related)|kernel set length (related),A infructescence yield trait  which is the length of a kernel row from base to where kernels end on the ear infructescence .
TO:0000687,http://purl.obolibrary.org/obo/TO_0000687,kernel row number per ear,KERROWNB (related)|kernel row number per ear (related),"An infructescence morphology trait  which is the number of rows of kernels per ear infructescence .|In maize, kernel row number is counted on the central, widest part of the uppermost ear infructescence. In comparing to teosinte ""rank"",  kernel row number is divided by two."
TO:0000682,http://purl.obolibrary.org/obo/TO_0000682,inflorescence height,INFLOHT (related),An inflorescence morphology trait  which is the height of an inflorescence  measured from ground to the attachment point.|Refer to height :  A 1-D extent quality inhering in a bearer by virtue of the bearer's vertical dimension of extension.
TO:0000685,http://purl.obolibrary.org/obo/TO_0000685,fruit tenderness,FRTENDER (related)|TENDER (related),An assay for the soft and juicy texture.
TO:0000683,http://purl.obolibrary.org/obo/TO_0000683,ear infructescence position,ear height (related)|EARHT (related),An ear infructescence morphology trait  which is the position of an ear infructescence .|Refers to: position (PATO_0000140): A spatial quality inhering in a bearer by virtue of the bearer's spatial location relative to other objects in the vicinity.  In maize this is usually measured from the ground to the attachment point of the ear.
TO:0000686,http://purl.obolibrary.org/obo/TO_0000686,juiciness,succulence (related)|JUICE (related),An assay for a juicy appetizingness.
TO:0000680,http://purl.obolibrary.org/obo/TO_0000680,inflorescence circumference,INFLOCIRCUM (related),An inflorescence morphology trait  trait which is the circumference of an inflorescence .
TO:0020036,http://purl.obolibrary.org/obo/TO_0020036,glume pubescence,,A glume morphology trait  which is the extent of pubescence  (presence of hairs)  on the glume  surface.|Refer to pubescent hair : A pilosity quality of being covered with short hairs or soft down.
TO:0020031,http://purl.obolibrary.org/obo/TO_0020031,leaf lamina margin pubescence length,,A leaf lamina margin pudescence  trait which is the length of pubescence (presence of hairs) on the leaf lamina margin .|Refer to pubescent hair : A pilosity quality of being covered with short hairs or soft down. Refer to length : A 1-D extent quality which is equal to the distance between two points.
TO:0020032,http://purl.obolibrary.org/obo/TO_0020032,leaf lamina margin pubescence density,,A leaf lamina margin pubescence trait  which is the density of pubescence (presence of hairs) on the leaf lamina margin .|Refer to pubescent hair : A pilosity quality of being covered with short hairs or soft down. Refer to density : A physical quality which inheres in a bearer by virtue of some influence is exerted by the bearer's mass per unit size.
TO:0020037,http://purl.obolibrary.org/obo/TO_0020037,glume pubescence length,,A glume pubescence  which is the measurement of length of hairs on glume .|Refer to length : A 1-D extent quality which is equal to the distance between two points.
TO:0020034,http://purl.obolibrary.org/obo/TO_0020034,glume width,,A glume morphology trait  with is the measurement of width of glume  in mm (millimeter).|Refer to width : A 1-D extent quality which is equal to the distance from one side of an object to another side which is opposite.
TO:0020038,http://purl.obolibrary.org/obo/TO_0020038,glume waxiness,,A glume morphology trait  which is the presence of wax on a glume .|Refer to waxiness : A composition quality inhering in an bearer by virtue of the presence of long chain aliphatic lipids on the surface of an organism.
TO:0020033,http://purl.obolibrary.org/obo/TO_0020033,glume length,,A glume morphology trait  which is the length of a glume  measured in mm (millimeter).|Refer to length : A 1-D extent quality which is equal to the distance between two points.
TO:0020030,http://purl.obolibrary.org/obo/TO_0020030,leaf lamina pubescence density,,Density of pubescence (presence of hairs) on the leaf blade surface.
TO:0020035,http://purl.obolibrary.org/obo/TO_0020035,glume pubescence density,,A glume pubescence  trait which is the measurement of glume hairines density on outer side of sterile glume .|Refer to density : A physical quality which inheres in a bearer by virtue of some influence is exerted by the bearer's mass per unit size.
TO:0000413,http://purl.obolibrary.org/obo/TO_0000413,rice tungro virus resistance,RTVRS (related)|RTD (related),"Causal agent: Rice tungro bacilliform virus (RTBV) and rice tungro spherical virus (RTSV). The disease is transmitted by the green leafhopper Nephotettix spp. Symptoms: Yellow-to-yellow orange leaves, stunting and slightly reduced tillering."
TO:0000411,http://purl.obolibrary.org/obo/TO_0000411,grain length to width ratio,SDLGWDRO (related)|GRLGWDRO (exact),"A caryopsis fruit morphology trait  which is the ratio of grain length  to grain width , including the caryopsis hull ."
TO:0000417,http://purl.obolibrary.org/obo/TO_0000417,lemma and palea pubescence,LmPb (related),A lemma and palea morphology trait  which is the extent of pubescence (hairs) on the lemma  and palea .|Refer to pubescent hair : A pilosity quality of being covered with short hairs or soft down.
TO:0000418,http://purl.obolibrary.org/obo/TO_0000418,bakanae disease resistance,Bak (related)|BKRS (related),"Causal agent: Gibberella fujikuroi. Symptoms: the plant elongates abnormally, has few tillers and usually dies before producing grains."
TO:0000412,http://purl.obolibrary.org/obo/TO_0000412,setback viscosity,SETBKVIS (related)|SETBK (related)|setback (related),Determined by deducting the peak viscosity from the cool paste viscosity.
